"Tm","Year","Week","Loc","Tm.Score","Total_Yards.Tot","Total_Yards.Ply","Total_Yards.Y.P","Total_Yards.TO","Pass_Stats.Cmp","Pass_Stats.Att","Pass_Stats.Cmp.","Pass_Stats.Yds","Pass_Stats.TD","Pass_Stats.Int","Pass_Stats.Sk","Pass_Stats.SkYds","Pass_Stats.Rate","Rush_Stats.Yds","Rush_Stats.Y.A","Rush_Stats.TD","Rush_Stats.Att","Penalties.Pen","Penalties.Yds","Opp.Total_Yards.Tot","Opp.Total_Yards.Ply","Opp.Total_Yards.Y.P","Opp.Total_Yards.TO","Opp.Pass_Stats.Cmp","Opp.Pass_Stats.Att","Opp.Pass_Stats.Cmp.","Opp.Pass_Stats.Yds","Opp.Pass_Stats.TD","Opp.Pass_Stats.Int","Opp.Pass_Stats.Sk","Opp.Pass_Stats.SkYds","Opp.Pass_Stats.Rate","Opp.Rush_Stats.Yds","Opp.Rush_Stats.Y.A","Opp.Rush_Stats.TD","Opp.Rush_Stats.Att","Opp.Penalties.Pen","Opp.Penalties.Yds"
"WAS",2018,12,0,23,331,61,5.4262,4,24,38,63.2,251,2,3,3,17,68.7,80,4,1,7,4,25,404,69,5.8551,0,22,31,71,258,2,0,4,31,121.6,146,4.29,2,25,4,30
"NYJ",2020,17,0,14,350,62,5.6452,3,23,34,67.6,239,1,2,3,27,76.3,111,4.44,1,2,3,30,404,63,6.4127,0,22,31,71,238,4,0,3,23,135.9,166,5.72,0,31,6,47
"JAX",2020,6,1,16,275,61,4.5082,3,25,44,56.8,231,1,1,1,12,70.5,44,2.75,1,9,5,56,403,70,5.7571,2,19,31,61.3,223,1,1,0,0,80.4,180,4.62,3,16.884236453202,7,60
"ATL",2020,4,0,16,327,68,4.8088,0,28,39,71.8,249,0,0,4,36,92.4,78,3.12,2,2,3,23,403,60,6.7167,0,27,33,81.8,315,4,0,1,12,147.5,88,3.38,0,34,3,30
"HOU",2020,9,0,27,374,62,6.0323,2,19,32,59.4,267,2,0,2,14,109,107,3.82,1,32,3,18,403,67,6.0149,2,26,38,68.4,288,1,1,2,16,90.2,115,4.26,2,33,4,78
"CIN",2021,1,1,27,366,68,5.3824,0,20,27,74.1,217,2,0,5,44,128.8,149,4.14,1,21,3,15,403,75,5.3733,2,37,50,74,336,2,0,3,26,107.2,67,3.05,1,4,12,116
"NYJ",2018,13,0,22,280,65,4.3077,2,17,30,56.7,124,0,1,2,4,53.2,156,4.73,0,28,11,96,403,60,6.7167,2,20,35,57.1,273,2,1,3,9,90.4,130,5.91,1,4,8,75
"LAC",2019,7,0,20,365,60,6.0833,2,24,38,63.2,326,2,0,1,3,108.3,39,1.86,0,5,4,29,403,61,6.6066,2,24,30,80,306,2,1,2,17,119.9,97,3.34,1,31,7,54
"CIN",2018,11,0,21,255,54,4.7222,0,19,37,51.4,207,2,0,1,4,86.7,48,3,1,9,7,58,403,75,5.3733,2,13,19,68.4,136,0,1,3,14,70.1,267,5.04,2,16.884236453202,5,31
"DET",2018,10,0,22,305,72,4.2361,4,25,42,59.5,229,2,2,6,45,74.9,76,3.17,1,1,6,41,402,53,7.5849,0,23,30,76.7,348,3,0,1,7,148.6,54,2.45,2,4,6,46
"TAM",2018,8,0,34,576,83,6.9398,5,29,50,58,450,3,4,6,20,76.2,126,4.67,1,33,11,75,402,63,6.381,0,21,34,61.8,264,2,0,2,16,107.5,138,5.11,2,33,4,46
"NYG",2018,16,0,27,392,62,6.3226,2,25,33,75.8,309,1,1,0,0,101.7,83,2.86,2,31,6,24,402,64,6.2813,2,31,47,66,353,2,1,1,4,94,49,3.06,2,9,6,29
"PHI",2019,7,0,10,283,57,4.9649,5,16,26,61.5,168,1,1,3,23,80.8,115,4.11,0,32,5,40,402,66,6.0909,2,21,27,77.8,213,1,1,3,26,100.5,189,5.25,3,21,6,65
"NYG",2020,5,0,34,300,62,4.8387,2,20,33,60.6,211,0,0,2,11,80.6,89,3.3,2,33,8,81,402,64,6.2813,3,24,33,72.7,276,1,1,2,12,96.5,126,4.34,2,31,3,25
"GNB",2018,17,1,0,175,56,3.125,2,19,40,47.5,129,0,1,3,29,47.7,46,3.54,0,12,5,38,402,72,5.5833,0,21,33,63.6,272,3,0,1,2,120,130,3.42,1,23,3,34
"PHI",2018,12,1,25,341,60,5.6833,0,20,28,71.4,214,1,0,3,22,108.6,127,4.38,1,31,7,46,402,57,7.0526,2,26,37,70.3,276,1,1,2,21,91.8,126,7,1,8,11,91
"WAS",2018,14,1,16,288,57,5.0526,4,17,30,56.7,204,1,3,5,29,53.2,84,3.82,1,4,15,135,402,63,6.381,2,14,27,51.9,175,3,1,2,22,97.3,227,6.68,1,25,2,18
"LVR",2020,15,1,27,449,75,5.9867,2,20,33,60.6,276,1,1,1,3,85.3,173,4.22,2,16.884236453202,6,69,402,62,6.4839,0,22,32,68.8,306,2,0,1,8,121.1,96,3.31,2,31,3,20
"BUF",2020,13,0,34,449,68,6.6029,2,32,40,80,368,4,0,1,7,139.1,81,3,0,33,4,50,402,60,6.7,3,26,39,66.7,316,3,2,0,0,95.7,86,4.1,0,5,7,43
"NYG",2020,9,0,23,350,74,4.7297,0,23,34,67.6,184,1,0,5,28,94.2,166,4.74,1,26,4,40,402,50,8.04,6,29,39,74.4,365,1,3,2,22,81.9,37,4.11,1,20,6,45
"CAR",2020,8,1,17,304,52,5.8462,2,16,27,59.3,157,1,1,3,22,76,147,6.68,1,4,6,30,401,68,5.8971,2,21,30,70,270,0,1,2,11,85.6,131,3.64,2,21,6,63
"GNB",2019,10,1,24,388,58,6.6897,0,17,29,58.6,225,0,0,2,8,84.4,163,6.04,3,33,10,64,401,69,5.8116,3,28,43,65.1,281,1,1,3,26,84.2,120,5.22,1,3,5,46
"LAR",2019,8,1,24,470,57,8.2456,0,17,31,54.8,372,2,0,0,0,119.3,98,3.77,1,34,9,59,401,79,5.0759,0,32,52,61.5,297,1,0,5,32,86.1,104,4.73,0,4,6,40
"PHI",2018,6,0,34,379,68,5.5735,0,26,36,72.2,271,3,0,1,7,122.2,108,3.48,1,30,4,25,401,64,6.2656,2,24,43,55.8,254,0,1,4,27,66.1,147,8.65,1,10,5,61
"OAK",2019,12,0,3,208,57,3.6491,3,19,34,55.9,140,0,1,1,7,54.4,68,3.09,0,4,4,35,401,60,6.6833,2,20,29,69,313,2,0,1,2,127.8,88,2.93,1,29,4,37
"ARI",2021,4,0,37,465,75,6.2,0,24,32,75,249,2,0,3,19,120.3,216,5.4,2,16.884236453202,7,63,401,64,6.2656,3,26,41,63.4,280,2,1,0,0,89.5,121,5.26,0,3,5,36
"DAL",2020,13,0,17,388,77,5.039,2,31,48,64.6,277,2,1,1,8,85.9,111,3.96,0,32,7,58,401,54,7.4259,2,12,17,70.6,107,2,1,0,0,101.8,294,7.95,2,22,4,23
"GNB",2018,6,1,33,521,70,7.4429,0,25,46,54.3,405,2,0,3,20,100.4,116,5.52,1,5,6,54,401,55,7.2909,4,16,23,69.6,227,2,1,2,18,115.3,174,5.8,1,29,2,10
"MIN",2020,8,0,28,324,49,6.6122,0,11,14,78.6,151,1,0,1,9,138.1,173,5.09,3,25,7,36,400,66,6.0606,2,27,41,65.9,291,3,0,1,0,110.9,109,4.54,0,1,9,85
"WAS",2019,11,1,17,225,61,3.6885,2,19,35,54.3,171,2,1,6,43,79.9,54,2.7,0,7,11,66,400,66,6.0606,3,19,31,61.3,285,4,1,2,8,118.7,115,3.48,1,28,6,55
"MIN",2019,6,1,38,447,65,6.8769,3,22,29,75.9,325,4,1,1,8,138.4,122,3.49,1,26,4,30,400,65,6.1538,4,26,41,63.4,292,2,2,2,14,82,108,4.91,0,4,7,49
"NYG",2019,17,1,17,397,72,5.5139,3,28,47,59.6,275,1,1,4,26,76.6,122,5.81,1,5,4,48,400,72,5.5556,0,23,40,57.5,279,1,0,1,10,88.4,121,3.9,3,30,7,55
"NYJ",2019,6,1,24,382,54,7.0741,2,23,32,71.9,326,2,1,2,12,113.8,56,2.8,1,7,8,105,399,75,5.32,0,28,40,70,270,0,0,1,8,89.4,129,3.79,2,25,9,68
"NWE",2020,11,0,20,435,66,6.5909,0,26,40,65,349,1,0,2,16,102.6,86,3.58,1,1,7,55,399,56,7.125,0,28,37,75.7,344,2,0,0,0,121.9,55,2.89,1,6,5,35
"PHI",2021,6,1,22,213,47,4.5319,2,12,26,46.2,113,1,1,2,2,55.8,100,5.26,2,6,4,41,399,73,5.4658,2,34,42,81,297,2,1,0,0,102.1,102,3.29,2,30,7,120
"IND",2020,6,1,31,430,60,7.1667,3,29,44,65.9,371,3,1,1,0,105.4,59,3.93,1,14,6,55,398,73,5.4521,2,25,39,64.1,300,0,1,2,13,78.3,98,3.06,3,27,6,20
"DET",2021,6,1,11,228,61,3.7377,2,28,42,66.7,192,0,1,1,10,67.8,36,2,1,8,9,77,398,68,5.8529,2,20,30,66.7,256,4,1,2,22,121.9,142,3.94,0,21,4,31
"CIN",2020,7,1,34,468,73,6.411,3,36,48,75,387,3,1,4,35,113.4,81,3.86,1,5,7,45,398,51,7.8039,2,23,29,79.3,316,5,1,0,0,137.3,82,3.73,0,4,5,40
"JAX",2021,2,1,13,189,50,3.78,3,14,33,42.4,114,1,2,1,4,37.2,75,4.69,0,9,7,70,398,67,5.9403,0,26,34,76.5,302,2,0,3,26,125.6,96,3.2,0,29,10,101
"IND",2020,13,0,26,371,67,5.5373,0,27,35,77.1,262,2,0,3,23,119.3,109,3.76,1,31,7,50,398,62,6.4194,3,26,38,68.4,308,0,1,5,33,85.5,90,4.74,2,6,3,30
"CHI",2019,5,0,21,236,51,4.6275,3,22,30,73.3,194,2,2,4,37,89.7,42,2.47,1,10,10,75,398,71,5.6056,3,25,32,78.1,229,0,0,0,0,96.5,169,4.33,3,24,6,69
"SEA",2019,17,1,21,348,71,4.9014,0,25,40,62.5,223,2,0,1,10,95.1,125,4.17,1,29,5,29,398,48,8.2917,0,18,22,81.8,270,0,0,2,15,118.7,128,5.33,3,1,8,57
"ARI",2020,16,1,12,350,80,4.375,3,31,50,62,230,0,1,3,17,66,120,4.44,1,33,4,20,398,55,7.2364,2,13,22,59.1,171,3,0,3,11,125.4,227,7.57,0,29,4,27
"PHI",2019,1,1,32,436,71,6.1408,0,28,39,71.8,313,3,0,1,0,121,123,3.97,1,30,6,55,398,58,6.8621,0,30,44,68.2,370,3,0,1,10,117.6,28,2.15,0,12,12,96
"IND",2019,3,1,27,379,62,6.1129,0,28,37,75.7,300,2,0,1,10,118.1,79,3.29,1,1,4,39,397,54,7.3519,2,29,34,85.3,304,3,1,0,0,121.1,93,4.65,0,7,16,128
"MIN",2020,15,1,27,407,66,6.1667,2,24,35,68.6,249,2,1,3,22,98.6,158,5.64,1,32,1,5,397,64,6.2031,2,15,21,71.4,198,1,1,1,4,97.7,199,4.74,2,16.884236453202,4,36
"TEN",2018,11,0,10,267,61,4.377,3,21,29,72.4,176,1,2,5,27,74.4,91,3.37,0,33,8,112,397,60,6.6167,0,24,32,75,295,3,0,0,0,134.2,102,3.64,2,32,7,60
"CAR",2020,9,0,31,435,76,5.7237,0,37,50,74,331,2,0,2,7,105.2,104,4.33,2,1,12,82,397,58,6.8448,2,30,45,66.7,361,4,0,2,11,121.7,36,3.27,0,15,8,75
"CLE",2021,1,0,29,457,56,8.1607,3,21,28,75,304,0,1,2,17,97.5,153,5.88,4,34,5,30,397,61,6.5082,0,27,36,75,324,3,0,2,13,131.4,73,3.17,1,3,5,36
"GNB",2020,3,0,37,369,59,6.2542,0,21,32,65.6,271,3,0,1,12,124.9,98,3.77,1,34,2,10,397,58,6.8448,2,29,36,80.6,275,3,0,2,13,127.8,122,6.1,0,7,8,83
"PHI",2019,17,0,34,400,72,5.5556,0,23,40,57.5,279,1,0,1,10,88.4,121,3.9,3,30,7,55,397,72,5.5139,3,28,47,59.6,275,1,1,4,26,76.6,122,5.81,1,5,4,48
"PHI",2018,4,0,23,432,76,5.6842,2,33,50,66,315,2,0,4,33,99.4,117,5.32,0,4,8,77,397,68,5.8382,2,30,43,69.8,327,2,1,3,17,99.4,70,3.18,1,4,4,30
"NOR",2019,16,0,38,377,66,5.7121,0,28,40,70,275,3,0,3,24,116.6,102,4.43,2,3,11,70,397,58,6.8448,2,17,27,63,248,3,0,5,24,133.6,149,5.73,1,34,6,56
"CAR",2018,12,1,27,476,57,8.3509,2,25,30,83.3,256,2,1,0,0,110.6,220,8.15,1,33,3,30,397,61,6.5082,0,22,31,71,322,2,0,2,17,128.3,75,2.68,1,32,4,36
"TEN",2021,2,0,33,532,83,6.4096,2,27,40,67.5,320,0,0,3,27,94.5,212,5.3,3,16.884236453202,5,45,397,52,7.6346,0,22,31,71,320,2,0,3,23,128.8,77,4.28,2,8,10,100
"DAL",2020,7,0,3,142,54,2.6296,2,11,22,50,59,0,1,6,55,46.4,83,3.19,0,34,6,49,397,66,6.0152,0,15,25,60,189,2,0,2,5,111.1,208,5.33,1,24,4,30
"CAR",2018,3,1,31,377,66,5.7121,0,15,24,62.5,147,2,0,1,3,108,230,5.61,2,16.884236453202,3,17,396,61,6.4918,5,29,46,63,330,2,4,2,22,64.8,66,5.08,1,12,4,36
"LAC",2020,16,1,19,316,55,5.7455,0,21,33,63.6,227,1,0,2,26,97.2,89,4.45,0,7,6,45,396,77,5.1429,3,24,47,51.1,263,0,2,2,1,50.3,133,4.75,1,32,6,44
"IND",2019,12,0,17,296,65,4.5538,0,16,25,64,121,0,0,1,8,76.9,175,4.49,2,16.884236453202,3,29,396,55,7.2,2,19,30,63.3,297,2,1,1,1,104.6,99,4.13,0,1,4,27
"MIA",2021,6,0,20,431,68,6.3382,2,34,48,70.8,354,2,1,0,0,97,77,3.85,0,7,7,55,396,62,6.3871,2,25,41,61,312,1,0,2,7,93.4,84,4.42,1,6,8,54
"NYJ",2018,8,0,10,207,54,3.8333,0,14,29,48.3,150,1,0,1,3,75.8,57,2.38,0,1,8,45,395,65,6.0769,0,16,29,55.2,216,2,0,2,4,102.7,179,5.26,1,25,2,25
"JAX",2020,10,0,20,260,61,4.2623,2,18,35,51.4,151,1,1,3,18,62.7,109,4.74,0,3,7,86,395,60,6.5833,3,24,34,70.6,315,2,1,1,10,108.1,80,3.2,1,2,4,35
"HOU",2021,1,1,37,449,75,5.9867,0,21,33,63.6,289,2,0,1,2,112.1,160,3.9,2,16.884236453202,5,50,395,68,5.8088,4,28,51,54.9,319,3,3,1,13,70.1,76,4.75,0,9,10,82
"ATL",2020,16,0,14,367,62,5.9194,2,27,35,77.1,277,2,0,4,23,121.1,90,3.91,0,3,7,45,395,66,5.9848,3,24,45,53.3,278,2,2,0,0,68.6,117,5.57,0,5,6,41
"JAX",2018,8,1,18,335,62,5.4032,2,24,41,58.5,265,1,0,4,21,88.1,70,4.12,0,10,5,45,395,62,6.371,3,21,30,70,262,3,1,4,24,119.6,133,4.75,0,32,4,36
"BAL",2018,9,1,16,265,56,4.7321,0,24,38,63.2,204,0,0,2,14,78.6,61,3.81,1,9,5,25,395,76,5.1974,0,29,48,60.4,282,2,0,1,10,91.7,113,4.19,1,33,8,103
"LAR",2018,1,0,33,365,60,6.0833,0,18,33,54.5,225,2,0,1,8,97.2,140,5.38,0,34,8,70,395,64,6.1719,4,29,40,72.5,300,0,3,1,3,62.8,95,4.13,1,3,11,155
"SFO",2019,16,1,34,334,56,5.9643,3,16,27,59.3,215,1,2,6,33,71.2,119,5.17,2,3,3,26,395,70,5.6429,2,27,46,58.7,323,2,1,0,0,85.7,72,3,2,1,7,43
"CLE",2019,4,0,40,530,61,8.6885,2,20,31,64.5,337,1,1,1,5,99.1,193,6.66,4,31,6,41,395,67,5.8955,4,24,34,70.6,222,3,2,4,25,96.1,173,5.97,0,31,3,15
"MIN",2019,11,1,27,321,58,5.5345,3,29,35,82.9,284,3,0,5,35,133.2,37,2.06,1,8,5,49,394,75,5.2533,2,18,40,45,270,1,1,2,8,66.5,124,3.76,1,28,6,35
"CHI",2020,8,1,23,329,69,4.7681,2,28,41,68.3,233,2,1,5,39,92.7,96,4.17,0,3,7,53,394,72,5.4722,0,31,41,75.6,272,2,0,1,8,109.8,122,4.07,0,29,5,45
"MIA",2019,8,0,14,230,57,4.0351,5,21,34,61.8,170,2,2,4,20,71.9,60,3.16,0,6,5,45,394,67,5.8806,2,20,36,55.6,236,2,1,2,15,84.4,158,5.45,1,31,9,70
"CLE",2020,17,1,24,358,62,5.7742,0,17,27,63,166,1,0,4,30,97.1,192,6.19,2,30,4,19,394,65,6.0615,2,26,44,59.1,309,2,1,1,8,87,85,4.25,0,7,2,15
"CLE",2018,14,1,26,348,45,7.7333,3,18,23,78.3,232,1,0,1,6,124.3,116,5.52,2,5,7,52,393,69,5.6957,2,27,43,62.8,297,0,1,1,1,73.6,96,3.84,2,2,10,68
"ARI",2019,15,1,38,445,60,7.4167,2,19,25,76,219,1,1,0,0,98.6,226,6.46,4,26,5,34,393,67,5.8657,3,30,43,69.8,241,2,1,1,6,90,152,6.61,1,3,6,55
"LAR",2019,17,1,31,424,79,5.3671,0,29,45,64.4,311,3,0,1,8,107.5,113,3.42,1,28,10,91,393,61,6.4426,6,27,43,62.8,322,2,2,1,3,82,71,4.18,1,10,8,63
"CHI",2020,12,0,25,350,65,5.3846,4,26,46,56.5,229,3,2,3,13,74.7,121,7.56,0,9,5,45,393,68,5.7794,0,21,29,72.4,211,4,0,0,0,132.3,182,4.67,1,16.884236453202,3,17
"MIA",2021,1,0,17,259,52,4.9808,2,16,27,59.3,185,1,1,2,17,79.6,74,3.22,1,3,5,28,393,70,5.6143,3,29,39,74.4,268,1,0,1,13,102.6,125,4.17,0,29,8,84
"NYG",2020,15,1,6,288,54,5.3333,0,19,32,59.4,214,0,0,1,7,80.3,74,3.52,0,5,2,25,392,63,6.2222,0,27,32,84.4,286,2,0,1,11,126.2,106,3.53,1,29,6,60
"BUF",2021,5,0,38,436,54,8.0741,0,15,26,57.7,315,3,0,0,0,139.1,121,4.32,1,32,10,103,392,79,4.962,5,33,54,61.1,272,2,2,2,0,70.9,120,5.22,0,3,7,55
"DET",2020,4,1,29,281,56,5.0179,2,17,31,54.8,191,3,1,3,15,94.3,90,4.09,1,4,5,49,392,69,5.6812,2,19,25,76,228,2,1,2,18,116.4,164,3.9,3,16.884236453202,4,67
"IND",2018,16,1,28,402,64,6.2813,2,31,47,66,353,2,1,1,4,94,49,3.06,2,9,6,29,392,62,6.3226,2,25,33,75.8,309,1,1,0,0,101.7,83,2.86,2,31,6,24
"JAX",2020,16,1,17,279,54,5.1667,3,24,37,64.9,203,2,2,1,8,75.4,76,4.75,0,9,10,115,391,70,5.5857,2,24,36,66.7,263,2,1,1,2,95.3,128,3.88,3,28,4,40
"TEN",2019,13,0,31,292,58,5.0345,3,17,22,77.3,138,2,0,6,44,131.2,154,5.13,1,29,3,33,391,67,5.8358,4,25,40,62.5,309,1,2,3,10,74.9,82,3.42,1,1,6,40
"HOU",2019,14,1,24,414,75,5.52,4,28,50,56,280,1,2,3,12,63.1,134,6.09,2,4,9,44,391,55,7.1091,2,22,27,81.5,301,3,1,1,8,136,90,3.33,1,33,7,50
"IND",2019,7,1,30,383,67,5.7164,2,26,40,65,321,4,0,1,5,123.5,62,2.38,0,34,6,45,391,61,6.4098,3,23,34,67.6,291,1,2,3,17,81.5,100,4.17,1,1,10,54
"WAS",2021,2,1,30,407,69,5.8986,2,34,46,73.9,320,2,1,1,16,99.5,87,3.95,1,4,9,80,391,64,6.1094,0,22,32,68.8,228,1,0,4,21,102.2,163,5.82,1,32,11,81
"DEN",2021,5,0,19,374,58,6.4483,2,24,38,63.2,268,2,1,2,20,92.9,106,5.89,0,8,7,67,391,61,6.4098,2,15,25,60,244,2,0,1,9,120.9,147,4.2,1,26,8,59
"LAR",2018,17,1,48,377,71,5.3099,0,17,29,58.6,222,4,0,0,0,122.4,155,3.69,1,16.884236453202,6,57,391,58,6.7414,5,23,33,69.7,264,3,3,3,18,88.2,127,5.77,1,4,5,41
"NYG",2020,14,1,7,159,49,3.2449,4,13,24,54.2,81,0,0,8,64,72.4,78,4.59,1,10,2,10,390,79,4.9367,0,24,35,68.6,231,1,0,1,13,97.8,159,3.7,1,16.884236453202,4,22
"MIN",2020,13,1,27,420,85,4.9412,3,28,43,65.1,275,3,1,4,30,99.5,145,3.82,0,23,6,41,390,69,5.6522,5,28,42,66.7,266,1,2,2,14,73.5,124,4.96,1,2,10,83
"BUF",2018,16,0,12,289,59,4.8983,4,20,41,48.8,217,1,2,0,0,52.6,72,4,0,8,3,29,390,73,5.3425,4,13,25,52,117,1,2,1,9,46.4,273,5.81,2,16.884236453202,5,49
"LAC",2018,7,1,20,344,44,7.8182,0,19,26,73.1,297,2,0,2,9,137.7,47,2.94,0,9,4,31,390,67,5.8209,2,24,32,75,226,1,1,2,11,92.8,164,4.97,1,28,4,32
"MIA",2019,4,1,10,233,47,4.9574,2,17,24,70.8,161,1,1,5,19,88.9,72,4,0,8,5,53,390,65,6,0,25,31,80.6,311,2,0,1,6,130.8,79,2.39,1,28,10,89
"LAR",2020,6,0,16,311,57,5.4561,2,19,38,50,198,2,1,0,0,72,113,5.95,0,6,6,34,390,70,5.5714,0,23,33,69.7,268,3,0,0,0,124.3,122,3.3,0,22,7,63
"DET",2020,13,0,34,460,66,6.9697,2,27,42,64.3,400,3,1,2,2,109.4,60,2.73,2,4,7,45,389,67,5.806,2,26,34,76.5,249,1,0,2,18,108.3,140,4.52,3,30,3,20
"JAX",2019,11,0,13,308,58,5.3103,2,33,47,70.2,279,2,1,2,17,92.2,29,3.22,0,20,8,81,389,63,6.1746,3,15,24,62.5,125,1,1,3,23,76.4,264,7.33,3,21,3,20
"NYJ",2019,8,0,15,213,52,4.0962,4,21,30,70,167,2,3,8,51,73.3,46,3.29,0,13,10,83,389,70,5.5571,2,22,34,64.7,278,3,0,2,1,119.6,111,3.26,0,25,9,70
"NWE",2019,17,1,24,352,57,6.1754,3,16,29,55.2,217,2,1,1,4,88.4,135,5,1,33,6,54,389,68,5.7206,0,29,44,65.9,326,1,0,2,14,96.8,63,2.86,1,4,4,35
"NYG",2018,4,1,18,299,59,5.0678,3,31,41,75.6,234,1,0,3,21,99.1,65,4.33,1,14,6,67,389,67,5.806,0,19,34,55.9,219,0,0,1,8,76.5,170,5.31,3,27,5,51
"HOU",2018,1,0,20,325,71,4.5775,3,17,34,50,158,1,1,3,18,62.9,167,4.91,1,25,6,44,389,72,5.4028,4,26,39,66.7,267,3,1,2,10,102.2,122,3.94,0,30,6,36
"WAS",2019,4,0,3,176,48,3.6667,5,15,28,53.6,121,0,4,3,23,28.6,55,3.24,0,10,12,58,389,68,5.7206,5,23,31,74.2,225,1,2,0,0,78,164,4.43,1,22,5,45
"SEA",2020,10,0,16,333,65,5.1231,4,22,37,59.5,220,0,2,6,28,57,113,5.14,1,4,4,23,389,69,5.6377,2,27,37,73,283,0,0,3,19,96.9,106,3.66,3,31,4,49
"MIN",2021,3,1,30,453,73,6.2055,0,30,38,78.9,313,3,0,1,10,128.4,140,4.12,0,25,4,40,389,52,7.4808,0,23,32,71.9,283,1,0,2,15,111.2,106,5.89,1,8,4,35
"DEN",2018,14,0,14,274,71,3.8592,0,24,42,57.1,171,1,0,2,15,76.1,103,3.81,1,33,11,62,389,66,5.8939,2,20,33,60.6,305,2,1,3,27,102.1,84,2.8,0,29,11,87
"TEN",2019,8,1,27,246,57,4.3158,2,21,33,63.6,174,3,0,3,19,109.8,72,3.43,0,5,6,77,389,76,5.1184,5,21,43,48.8,283,2,2,3,18,68.1,106,3.53,0,29,9,87
"DET",2020,7,0,23,386,59,6.5424,0,25,36,69.4,322,1,0,2,18,108.6,64,3.05,1,5,5,50,388,70,5.5429,2,31,42,73.8,322,1,0,2,16,105.1,66,2.54,2,34,8,53
"NYG",2019,2,1,14,370,66,5.6061,3,26,45,57.8,241,1,2,1,9,62.3,129,6.45,1,7,7,40,388,67,5.791,0,19,30,63.3,237,1,0,3,16,101.1,151,4.44,3,25,9,65
"LVR",2020,1,0,34,372,61,6.0984,0,22,30,73.3,239,1,0,0,0,107.5,133,4.29,3,30,3,40,388,65,5.9692,0,22,34,64.7,259,1,0,1,10,98.8,129,4.3,2,29,5,65
"LAC",2019,8,0,17,231,42,5.5,2,19,29,65.5,195,1,1,1,6,82.7,36,3,1,11,8,53,388,77,5.039,3,23,35,65.7,226,0,1,4,27,75.1,162,4.26,1,23,5,42
"KAN",2018,9,0,37,499,58,8.6034,2,23,32,71.9,360,3,1,2,15,129,139,5.79,2,1,11,86,388,70,5.5429,2,30,43,69.8,286,2,1,2,22,95.9,102,4.08,1,2,4,20
"HOU",2021,6,0,3,353,74,4.7703,4,29,43,67.4,229,0,2,2,14,62.5,124,4.28,0,31,4,25,388,48,8.0833,0,11,20,55,214,2,0,2,9,127.7,174,6.69,2,34,2,10
"BAL",2020,13,1,34,401,54,7.4259,2,12,17,70.6,107,2,1,0,0,101.8,294,7.95,2,22,4,23,388,77,5.039,2,31,48,64.6,277,2,1,1,8,85.9,111,3.96,0,32,7,58
"HOU",2020,12,0,41,384,50,7.68,2,17,25,68,307,4,0,2,11,150.4,77,3.35,0,3,10,74,388,76,5.1053,4,28,43,65.1,279,1,1,4,16,83,109,3.76,2,31,4,44
"CAR",2019,10,0,16,401,69,5.8116,3,28,43,65.1,281,1,1,3,26,84.2,120,5.22,1,3,5,46,388,58,6.6897,0,17,29,58.6,225,0,0,2,8,84.4,163,6.04,3,33,10,64
"OAK",2019,8,0,24,378,53,7.1321,0,18,30,60,285,3,0,0,0,125,93,4.04,0,3,11,100,388,74,5.2432,0,27,39,69.2,258,3,0,3,21,115.2,130,4.06,0,27,7,50
"CAR",2019,8,0,13,230,63,3.6508,4,19,37,51.4,100,0,3,7,58,28.9,130,6.84,1,6,9,70,388,63,6.1587,2,18,22,81.8,156,2,1,3,19,111.2,232,6.11,5,23,4,31
"DET",2018,11,1,20,309,64,4.8281,0,23,37,62.2,215,1,0,1,5,87.7,94,3.62,1,34,1,5,387,57,6.7895,2,25,38,65.8,331,3,1,3,26,111.4,56,3.5,0,9,2,15
"DET",2019,1,0,27,477,80,5.9625,3,27,45,60,361,3,0,3,24,110,116,3.63,0,27,9,59,387,82,4.7195,2,29,54,53.7,275,2,1,5,33,75.2,112,4.87,0,3,7,35
"CAR",2020,12,0,27,374,64,5.8438,2,19,36,52.8,267,1,1,0,0,74.7,107,3.82,0,32,7,58,387,71,5.4507,4,34,45,75.6,291,3,0,2,16,115.7,96,4,0,1,8,52
"BUF",2018,8,1,6,333,63,5.2857,3,24,41,58.5,287,0,1,3,26,72.5,46,2.42,0,6,6,51,387,72,5.375,0,29,45,64.4,311,0,0,2,13,85.8,76,3.04,1,2,5,33
"HOU",2020,3,0,21,260,47,5.5319,2,19,27,70.4,231,2,1,5,33,110.7,29,1.93,1,14,4,49,387,76,5.0921,0,23,36,63.9,218,2,0,2,19,101.3,169,4.45,1,23,2,14
"DET",2021,3,1,17,285,60,4.75,0,22,31,71,192,0,0,2,25,90.4,93,3.44,2,33,7,35,387,57,6.7895,2,16,31,51.6,271,1,1,4,16,81,116,5.27,0,4,6,69
"BAL",2018,8,0,21,325,64,5.0781,4,26,44,59.1,224,2,2,2,14,70.1,101,5.61,1,8,9,68,386,63,6.127,0,22,30,73.3,232,2,0,0,0,117.6,154,4.67,2,28,4,30
"ATL",2020,7,1,22,388,70,5.5429,2,31,42,73.8,322,1,0,2,16,105.1,66,2.54,2,34,8,53,386,59,6.5424,0,25,36,69.4,322,1,0,2,18,108.6,64,3.05,1,5,5,50
